代號,簡稱,資產類別,官方產業,大類股,市場別
3485,敘豐,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3489,森寶,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
3490,單井,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3491,昇達科,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3492,長盛,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3494,誠研,普通股,電子通路業,電子科技類,上市 (TWSE)
3498,陽程,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3499,環天科,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3501,維熹,普通股,金融保險業,金融保險類,上市 (TWSE)
3504,揚明光,普通股,資訊服務業,電子科技類,上市 (TWSE)
3508,位速,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3511,矽瑪,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3512,皇龍,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
3515,華擎,普通股,電子通路業,電子科技類,上市 (TWSE)
3516,亞帝歐,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3518,柏騰,普通股,居家生活,傳統產業類,上市 (TWSE)
3520,華盈,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3521,台鋼建設,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
3522,御嵿,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
3523,迎輝,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3526,凡甲,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3527,聚積,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3528,安馳,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3529,力旺,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3530,晶相光,普通股,電子零組件業,電子科技類,上市 (TWSE)
3531,先益,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3532,台勝科,普通股,電子零組件業,電子科技類,上市 (TWSE)
3533,嘉澤,普通股,金融保險業,金融保險類,上市 (TWSE)
3535,晶彩科,普通股,資訊服務業,電子科技類,上市 (TWSE)
3537,堡達,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3540,曜越,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3541,西柏,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3543,州巧,普通股,資訊服務業,電子科技類,上市 (TWSE)
3545,敦泰,普通股,電子零組件業,電子科技類,上市 (TWSE)
3546,宇峻,普通股,綜合,傳統產業類,上櫃 (TPEx)
3548,兆利,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3550,聯穎,普通股,金融保險業,金融保險類,上市 (TWSE)
3551,世禾,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
3552,同致,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3555,博士旺,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3556,禾瑞亞,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3557,嘉威,普通股,未分類,其他/未分類,上市 (TWSE)
3558,神準,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3563,牧德,普通股,資訊服務業,電子科技類,上市 (TWSE)
3564,其陽,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3567,逸昌,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3570,大塚,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
3576,聯合再生,普通股,資訊服務業,電子科技類,上市 (TWSE)
3577,泓格,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3580,友威科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3581,博磊,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3583,辛耘,普通股,電子零組件業,電子科技類,上市 (TWSE)
3585,聯致,普通股,金融保險業,金融保險類,興櫃 (ESM)
3587,閎康,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3588,通嘉,普通股,電子零組件業,電子科技類,上市 (TWSE)
3591,艾笛森,普通股,資訊服務業,電子科技類,上市 (TWSE)
3592,瑞鼎,普通股,電子零組件業,電子科技類,上市 (TWSE)
3593,力銘,普通股,金融保險業,金融保險類,上市 (TWSE)
3594,磐儀,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3595,山太士,普通股,資訊服務業,電子科技類,興櫃 (ESM)
3596,智易,普通股,其他電子業,電子科技類,上市 (TWSE)
3597,映興,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3603,建祥國際,普通股,貿易百貨業,傳統產業類,興櫃 (ESM)
3605,宏致,普通股,金融保險業,金融保險類,上市 (TWSE)
3607,谷崧,普通股,金融保險業,金融保險類,上市 (TWSE)
3609,三一東林,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3611,鼎翰,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3615,安可,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3617,碩天,普通股,居家生活,傳統產業類,上市 (TWSE)
3622,洋華,普通股,資訊服務業,電子科技類,上市 (TWSE)
3623,富晶通,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3624,光頡,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3625,西勝,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3628,盈正,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3629,地心引力,普通股,綜合,傳統產業類,上櫃 (TPEx)
3630,新鉅科,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3631,晟楠,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3632,研勤,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3633,云光,普通股,資訊服務業,電子科技類,興櫃 (ESM)
3645,達邁,普通股,金融保險業,金融保險類,上市 (TWSE)
3646,艾恩特,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3652,精聯,普通股,電子通路業,電子科技類,上市 (TWSE)
3653,健策,普通股,金融保險業,金融保險類,上市 (TWSE)
3659,百辰,普通股,資訊服務業,電子科技類,興櫃 (ESM)
3661,世芯-KY,普通股,電子零組件業,電子科技類,上市 (TWSE)
3663,鑫科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3664,安瑞-KY,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3665,貿聯-KY,普通股,居家生活,傳統產業類,上市 (TWSE)
3666,光耀,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3669,圓展,普通股,其他電子業,電子科技類,上市 (TWSE)
3672,康聯訊,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3673,TPK-KY,普通股,資訊服務業,電子科技類,上市 (TWSE)
3675,德微,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3678,聯享,普通股,資訊服務業,電子科技類,興櫃 (ESM)
3679,新至陞,普通股,金融保險業,金融保險類,上市 (TWSE)
3680,家登,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3684,榮昌,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3685,元創精密,普通股,電機機械,傳統產業類,上櫃 (TPEx)
3686,達能,普通股,電子零組件業,電子科技類,上市 (TWSE)
3687,歐買尬,普通股,未分類,其他/未分類,上櫃 (TPEx)
3689,湧德,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3691,碩禾,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3693,營邦,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3694,海華,普通股,其他電子業,電子科技類,上市 (TWSE)
3701,大眾控,普通股,電子通路業,電子科技類,上市 (TWSE)
3702,大聯大,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3703,欣陸,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
3704,合勤控,普通股,其他電子業,電子科技類,上市 (TWSE)
3705,永信,普通股,光電業,電子科技類,上市 (TWSE)
3706,神達,普通股,電子通路業,電子科技類,上市 (TWSE)
3707,漢磊,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3708,上緯投控,普通股,綠能環保,政策綠能類,上市 (TWSE)
3709,鑫聯大投控,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3710,連展投控,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3711,日月光投控,普通股,電子零組件業,電子科技類,上市 (TWSE)
3712,永崴投控,普通股,電子通路業,電子科技類,上市 (TWSE)
3713,新晶投控,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
3714,富采,普通股,資訊服務業,電子科技類,上市 (TWSE)
3715,定穎投控,普通股,金融保險業,金融保險類,上市 (TWSE)
3716,中化控股,普通股,光電業,電子科技類,上市 (TWSE)
3717,聯嘉投控,普通股,建材營造,傳統產業類,上市 (TWSE)
4102,永日,普通股,光電業,電子科技類,上櫃 (TPEx)
4104,佳醫,普通股,光電業,電子科技類,上市 (TWSE)
4105,東洋,普通股,光電業,電子科技類,上櫃 (TPEx)
4106,雃博,普通股,光電業,電子科技類,上市 (TWSE)
4107,邦特,普通股,光電業,電子科技類,上櫃 (TPEx)
4108,懷特,普通股,光電業,電子科技類,上市 (TWSE)
4109,加捷生醫,普通股,光電業,電子科技類,上櫃 (TPEx)
4111,濟生,普通股,光電業,電子科技類,上櫃 (TPEx)
4113,聯上,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
4114,健喬,普通股,光電業,電子科技類,上櫃 (TPEx)
4115,善德生技,普通股,光電業,電子科技類,興櫃 (ESM)
4116,明基醫,普通股,光電業,電子科技類,上櫃 (TPEx)
4117,普生,普通股,光電業,電子科技類,興櫃 (ESM)
4119,旭富,普通股,光電業,電子科技類,上市 (TWSE)
4120,友華,普通股,光電業,電子科技類,上櫃 (TPEx)
4121,優盛,普通股,光電業,電子科技類,上櫃 (TPEx)
4123,晟德,普通股,光電業,電子科技類,上櫃 (TPEx)
4126,太醫,普通股,光電業,電子科技類,上櫃 (TPEx)
4127,天良,普通股,光電業,電子科技類,上櫃 (TPEx)
4128,中天,普通股,光電業,電子科技類,上櫃 (TPEx)
4129,聯合,普通股,光電業,電子科技類,上櫃 (TPEx)
4130,健亞,普通股,光電業,電子科技類,上櫃 (TPEx)
4131,浩泰,普通股,光電業,電子科技類,上櫃 (TPEx)
4133,亞諾法,普通股,光電業,電子科技類,上市 (TWSE)
4137,麗豐-KY,普通股,光電業,電子科技類,上市 (TWSE)
4138,曜亞,普通股,光電業,電子科技類,上櫃 (TPEx)
4139,馬光-KY,普通股,光電業,電子科技類,上櫃 (TPEx)
4142,國光生,普通股,光電業,電子科技類,上市 (TWSE)
4147,中裕,普通股,光電業,電子科技類,上櫃 (TPEx)
4148,全宇生技-KY,普通股,光電業,電子科技類,上市 (TWSE)
4150,優你康,普通股,光電業,電子科技類,興櫃 (ESM)
4153,鈺緯,普通股,光電業,電子科技類,上櫃 (TPEx)
4154,樂威科-KY,普通股,半導體業,電子科技類,上櫃 (TPEx)
4155,訊映,普通股,光電業,電子科技類,上市 (TWSE)
4157,太景*-KY,普通股,光電業,電子科技類,上櫃 (TPEx)
4160,訊聯基因,普通股,光電業,電子科技類,上櫃 (TPEx)
4161,聿新科,普通股,光電業,電子科技類,上櫃 (TPEx)
4162,智擎,普通股,光電業,電子科技類,上櫃 (TPEx)
4163,鐿鈦,普通股,光電業,電子科技類,上櫃 (TPEx)
4164,承業醫,普通股,光電業,電子科技類,上市 (TWSE)
4166,友霖,普通股,光電業,電子科技類,上櫃 (TPEx)
4167,松瑞藥,普通股,光電業,電子科技類,上櫃 (TPEx)
4168,醣聯,普通股,光電業,電子科技類,上櫃 (TPEx)
4169,泰宗,普通股,光電業,電子科技類,上市 (TWSE)
4170,鑫品生醫,普通股,光電業,電子科技類,興櫃 (ESM)
4171,瑞基,普通股,其他業,傳統產業類,上櫃 (TPEx)
4172,因華,普通股,光電業,電子科技類,興櫃 (ESM)
4173,久裕,普通股,光電業,電子科技類,上櫃 (TPEx)
4174,浩鼎,普通股,光電業,電子科技類,上櫃 (TPEx)
4175,杏一,普通股,光電業,電子科技類,上櫃 (TPEx)
4178,永笙-KY,普通股,光電業,電子科技類,上市 (TWSE)
4183,福永生技,普通股,光電業,電子科技類,上櫃 (TPEx)
4186,尖端醫,普通股,光電業,電子科技類,興櫃 (ESM)
4188,安克,普通股,光電業,電子科技類,上櫃 (TPEx)
4190,佐登-KY,普通股,光電業,電子科技類,上市 (TWSE)
4192,杏國,普通股,光電業,電子科技類,上櫃 (TPEx)
4194,禾生技,普通股,光電業,電子科技類,興櫃 (ESM)
4195,基米-創,普通股,光電業,電子科技類,上市 (TWSE)
4197,暐世,普通股,光電業,電子科技類,興櫃 (ESM)
4198,欣大健康,普通股,光電業,電子科技類,上櫃 (TPEx)
4205,中華食,普通股,食品工業,傳統產業類,上櫃 (TPEx)
4207,環泰,普通股,食品工業,傳統產業類,上櫃 (TPEx)
4303,信立,普通股,塑膠工業,傳統產業類,上櫃 (TPEx)
4304,勝昱,普通股,塑膠工業,傳統產業類,上櫃 (TPEx)
4305,世坤,普通股,塑膠工業,傳統產業類,上櫃 (TPEx)
4306,炎洲,普通股,塑膠工業,傳統產業類,上市 (TWSE)
4401,東隆興,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4402,郡都開發,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4406,新昕纖,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4413,飛寶企業,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4414,如興,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4416,三圓,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
4417,金洲,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4419,皇家美食,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
4420,光明,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4426,利勤,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4430,耀億,普通股,半導體業,電子科技類,上櫃 (TPEx)
4431,敏成健康,普通股,半導體業,電子科技類,興櫃 (ESM)
4432,銘旺實,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4433,興采,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4438,廣越,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4439,冠星-KY,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4440,宜新實業,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4441,振大環球,普通股,紡織纖維,傳統產業類,上市 (TWSE)
4442,竣邦-KY,普通股,紡織纖維,傳統產業類,上櫃 (TPEx)
4502,健信,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4503,金雨,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4506,崇友,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4510,高鋒,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4513,福裕,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4523,永彰,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4526,東台,普通股,電機機械,傳統產業類,上市 (TWSE)
4527,方方土霖,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4528,江興鍛,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4529,淳紳,普通股,半導體業,電子科技類,上櫃 (TPEx)
4530,宏易,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
4532,瑞智,普通股,電機機械,傳統產業類,上市 (TWSE)
4533,協易機,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4534,慶騰,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4535,至興,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4536,拓凱,普通股,未分類,其他/未分類,上市 (TWSE)
4537,旭東,普通股,資訊服務業,電子科技類,興櫃 (ESM)
4538,大詠城,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4540,全球傳動,普通股,電機機械,傳統產業類,上市 (TWSE)
4541,晟田,普通股,半導體業,電子科技類,上櫃 (TPEx)
4542,科嶠,普通股,金融保險業,金融保險類,上櫃 (TPEx)
4543,萬在,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4544,春日,普通股,電機機械,傳統產業類,興櫃 (ESM)
4545,銘鈺,普通股,金融保險業,金融保險類,上市 (TWSE)
4546,長亨,普通股,電機機械,傳統產業類,興櫃 (ESM)
4549,桓達,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4550,長佳,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4551,智伸科,普通股,建材營造,傳統產業類,上市 (TWSE)
4552,力達-KY,普通股,電機機械,傳統產業類,上市 (TWSE)
4553,盛復,普通股,電機機械,傳統產業類,興櫃 (ESM)
4554,橙的,普通股,居家生活,傳統產業類,上櫃 (TPEx)
4555,氣立,普通股,電機機械,傳統產業類,上市 (TWSE)
4556,旭然,普通股,半導體業,電子科技類,上櫃 (TPEx)
4557,永新-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
4558,寶緯,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4559,久裕興,普通股,未分類,其他/未分類,興櫃 (ESM)
4560,強信-KY,普通股,電機機械,傳統產業類,上市 (TWSE)
4561,健椿,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4562,穎漢,普通股,電機機械,傳統產業類,上市 (TWSE)
4563,百德,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4564,元翎,普通股,電機機械,傳統產業類,上市 (TWSE)
4565,宏偉,普通股,電機機械,傳統產業類,興櫃 (ESM)
4566,時碩工業,普通股,電機機械,傳統產業類,上市 (TWSE)
4568,科際精密,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4569,六方科-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
4570,傑生,普通股,電機機械,傳統產業類,興櫃 (ESM)
4571,鈞興-KY,普通股,電機機械,傳統產業類,上市 (TWSE)
4572,駐龍,普通股,電機機械,傳統產業類,上市 (TWSE)
4573,高明鐵,普通股,電機機械,傳統產業類,興櫃 (ESM)
4575,銓寶,普通股,電機機械,傳統產業類,興櫃 (ESM)
4576,大銀微系統,普通股,電機機械,傳統產業類,上市 (TWSE)
4577,達航科技,普通股,居家生活,傳統產業類,上櫃 (TPEx)
4580,捷流閥業,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4581,光隆精密-KY,普通股,建材營造,傳統產業類,上市 (TWSE)
4582,聚恆-創,普通股,綠能環保,政策綠能類,上市 (TWSE)
4583,台灣精銳,普通股,電機機械,傳統產業類,上市 (TWSE)
4584,君帆,普通股,電機機械,傳統產業類,上櫃 (TPEx)
4585,達明,普通股,居家生活,傳統產業類,上市 (TWSE)
4587,寶元數控,普通股,電機機械,傳統產業類,興櫃 (ESM)
4588,玖鼎電力,普通股,居家生活,傳統產業類,上市 (TWSE)
4589,碩陽電機,普通股,電機機械,傳統產業類,興櫃 (ESM)
4590,富田-創,普通股,電機機械,傳統產業類,上市 (TWSE)
4609,唐鋒,普通股,未分類,其他/未分類,上櫃 (TPEx)
4702,中美實,普通股,未分類,其他/未分類,上櫃 (TPEx)
4706,大恭,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4707,磐亞,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4711,永純,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4714,永捷,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4716,大立,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4720,德淵,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4721,美琪瑪,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4722,國精化,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4724,宣捷幹細胞,普通股,光電業,電子科技類,興櫃 (ESM)
4726,永昕,普通股,光電業,電子科技類,上櫃 (TPEx)
4728,雙美,普通股,光電業,電子科技類,上櫃 (TPEx)
4729,熒茂,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
4732,彥臣,普通股,光電業,電子科技類,興櫃 (ESM)
4735,豪展,普通股,光電業,電子科技類,上櫃 (TPEx)
4736,泰博,普通股,光電業,電子科技類,上市 (TWSE)
4737,華廣,普通股,光電業,電子科技類,上市 (TWSE)
4738,大同精化,普通股,電腦及週邊設備業,電子科技類,興櫃 (ESM)
4739,康普,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4741,泓瀚,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4743,合一,普通股,光電業,電子科技類,上櫃 (TPEx)
4744,皇將,普通股,光電業,電子科技類,上櫃 (TPEx)
4745,合富-KY,普通股,光電業,電子科技類,上櫃 (TPEx)
4746,台耀,普通股,光電業,電子科技類,上市 (TWSE)
4747,強生製藥,普通股,光電業,電子科技類,上櫃 (TPEx)
4749,新應材,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4754,國碳科,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4755,三福化,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4760,勤凱科技,普通股,居家生活,傳統產業類,上櫃 (TPEx)
4763,材料*-KY,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4764,雙鍵,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4765,磐采,普通股,電腦及週邊設備業,電子科技類,興櫃 (ESM)
4766,南寶,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4767,誠泰科技,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4768,晶呈科技,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4770,上品,普通股,電腦及週邊設備業,電子科技類,上市 (TWSE)
4771,望隼,普通股,光電業,電子科技類,上市 (TWSE)
4772,台特化,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
4804,大略-KY,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
4806,桂田文創,普通股,綜合,傳統產業類,上櫃 (TPEx)
4807,日成-KY,普通股,生技醫療業,生技醫療類,上市 (TWSE)
4903,聯光通,普通股,其他電子業,電子科技類,上櫃 (TPEx)
4904,遠傳,普通股,其他電子業,電子科技類,上市 (TWSE)
4905,台聯電,普通股,光電業,電子科技類,上櫃 (TPEx)
4906,正文,普通股,其他電子業,電子科技類,上市 (TWSE)
4907,富宇,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
4908,前鼎,普通股,其他電子業,電子科技類,上櫃 (TPEx)
4909,新復興,普通股,其他電子業,電子科技類,上櫃 (TPEx)
4911,德英,普通股,光電業,電子科技類,上櫃 (TPEx)
4912,聯德控股-KY,普通股,金融保險業,金融保險類,上市 (TWSE)
4915,致伸,普通股,金融保險業,金融保險類,上市 (TWSE)
4916,事欣科,普通股,電子通路業,電子科技類,上市 (TWSE)
4919,新唐,普通股,電子零組件業,電子科技類,上市 (TWSE)
4923,力士,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4924,欣厚-KY,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
4925,智微,普通股,電子零組件業,電子科技類,興櫃 (ESM)
4927,泰鼎-KY,普通股,金融保險業,金融保險類,上市 (TWSE)
4930,燦星網,普通股,電器電纜,傳統產業類,上市 (TWSE)
4931,新盛力,普通股,電子通路業,電子科技類,上櫃 (TPEx)
4933,友輝,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
4934,太極,普通股,資訊服務業,電子科技類,上市 (TWSE)
4935,茂林-KY,普通股,資訊服務業,電子科技類,上市 (TWSE)
4938,和碩,普通股,電子通路業,電子科技類,上市 (TWSE)
4939,亞電,普通股,金融保險業,金融保險類,上櫃 (TPEx)
4942,嘉彰,普通股,資訊服務業,電子科技類,上市 (TWSE)
4943,康控-KY,普通股,金融保險業,金融保險類,上市 (TWSE)
4946,辣椒,普通股,綜合,傳統產業類,上櫃 (TPEx)
4949,有成精密,普通股,資訊服務業,電子科技類,上市 (TWSE)
4950,金耘國際,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
4951,精拓科,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4952,凌通,普通股,電子零組件業,電子科技類,上市 (TWSE)
4953,緯致,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
4956,光鋐,普通股,資訊服務業,電子科技類,上市 (TWSE)
4958,臻鼎-KY,普通股,金融保險業,金融保險類,上市 (TWSE)
4960,誠美材,普通股,資訊服務業,電子科技類,上市 (TWSE)
4961,天鈺,普通股,電子零組件業,電子科技類,上市 (TWSE)
4966,譜瑞-KY,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4967,十銓,普通股,電子零組件業,電子科技類,上市 (TWSE)
4968,立積,普通股,電子零組件業,電子科技類,上市 (TWSE)
4971,IET-KY,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4972,湯石照明,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
4973,廣穎電通,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4974,亞泰,普通股,金融保險業,金融保險類,上櫃 (TPEx)
4976,佳凌,普通股,資訊服務業,電子科技類,上市 (TWSE)
4977,眾達-KY,普通股,其他電子業,電子科技類,上市 (TWSE)
4979,華星光,普通股,其他電子業,電子科技類,上櫃 (TPEx)
4980,佐臻,普通股,金融保險業,金融保險類,興櫃 (ESM)
4989,榮科,普通股,金融保險業,金融保險類,上市 (TWSE)
4991,環宇-KY,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
4994,傳奇,普通股,運動休閒,傳統產業類,上市 (TWSE)
4995,晶達,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
4999,鑫禾,普通股,金融保險業,金融保險類,上市 (TWSE)
5007,三星,普通股,橡膠工業,傳統產業類,上市 (TWSE)
5009,榮剛,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5011,久陽,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5013,強新,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5014,建錩,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5015,華祺,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5016,松和,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
5201,凱衛,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
5202,力新,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
5203,訊連,普通股,運動休閒,傳統產業類,上市 (TWSE)
5205,中茂,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
5206,坤悅,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
5209,新鼎,普通股,半導體業,電子科技類,上櫃 (TPEx)
5210,寶碩,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
5211,蒙恬,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
5212,凌網,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
5213,亞昕,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
5215,科嘉-KY,普通股,電子通路業,電子科技類,上市 (TWSE)
5220,萬達光電,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
5222,全訊,普通股,電子零組件業,電子科技類,上市 (TWSE)
5223,安力-KY,普通股,電子通路業,電子科技類,上櫃 (TPEx)
5225,東科-KY,普通股,居家生活,傳統產業類,上市 (TWSE)
5227,立凱-KY,普通股,金融保險業,金融保險類,上櫃 (TPEx)
5228,鈺鎧,普通股,金融保險業,金融保險類,上櫃 (TPEx)
5230,雷笛克光學,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
5234,達興材料,普通股,資訊服務業,電子科技類,上市 (TWSE)
5236,凌陽創新,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
5240,建騰,普通股,資訊服務業,電子科技類,興櫃 (ESM)
5243,乙盛-KY,普通股,資訊服務業,電子科技類,上市 (TWSE)
5244,弘凱,普通股,資訊服務業,電子科技類,上市 (TWSE)
5245,智晶,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
5246,勵威,普通股,電子零組件業,電子科技類,興櫃 (ESM)
5248,景傳,普通股,資訊服務業,電子科技類,興櫃 (ESM)
