代號,簡稱,資產類別,官方產業,大類股,市場別
9911,櫻花,普通股,未分類,其他/未分類,上市 (TWSE)
9912,偉聯,普通股,電子通路業,電子科技類,上市 (TWSE)
9914,美利達,普通股,未分類,其他/未分類,上市 (TWSE)
9917,中保科,普通股,半導體業,電子科技類,上市 (TWSE)
9918,欣天然,普通股,通信網路業,電子科技類,上市 (TWSE)
9919,康那香,普通股,半導體業,電子科技類,上市 (TWSE)
9921,巨大,普通股,未分類,其他/未分類,上市 (TWSE)
9924,福興,普通股,未分類,其他/未分類,上市 (TWSE)
9925,新保,普通股,半導體業,電子科技類,上市 (TWSE)
9926,新海,普通股,通信網路業,電子科技類,上市 (TWSE)
9927,泰銘,普通股,半導體業,電子科技類,上市 (TWSE)
9928,中視,普通股,半導體業,電子科技類,上市 (TWSE)
9929,秋雨,普通股,半導體業,電子科技類,上市 (TWSE)
9930,中聯資源,普通股,綠能環保,政策綠能類,上市 (TWSE)
9931,欣高,普通股,通信網路業,電子科技類,上市 (TWSE)
9933,中鼎,普通股,半導體業,電子科技類,上市 (TWSE)
9934,成霖,普通股,未分類,其他/未分類,上市 (TWSE)
9935,慶豐富,普通股,未分類,其他/未分類,上市 (TWSE)
9937,全國,普通股,通信網路業,電子科技類,上市 (TWSE)
9938,百和,普通股,半導體業,電子科技類,上市 (TWSE)
9939,宏全,普通股,半導體業,電子科技類,上市 (TWSE)
9940,信義,普通股,半導體業,電子科技類,上市 (TWSE)
9941,裕融,普通股,半導體業,電子科技類,上市 (TWSE)
9942,茂順,普通股,半導體業,電子科技類,上市 (TWSE)
9943,好樂迪,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
9944,新麗,普通股,半導體業,電子科技類,上市 (TWSE)
9945,潤泰新,普通股,半導體業,電子科技類,上市 (TWSE)
9946,三發地產,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
9949,琉園,普通股,綜合,傳統產業類,上櫃 (TPEx)
9950,萬國通,普通股,塑膠工業,傳統產業類,上櫃 (TPEx)
9951,皇田,普通股,電機機械,傳統產業類,上櫃 (TPEx)
9955,佳龍,普通股,綠能環保,政策綠能類,上市 (TWSE)
9957,燁聯,普通股,橡膠工業,傳統產業類,興櫃 (ESM)
9958,世紀鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
9960,邁達康,普通股,未分類,其他/未分類,上櫃 (TPEx)
9962,有益,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
910322,康師傅-DR,普通股,未分類,其他/未分類,上市 (TWSE)
910861,神州-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911608,明輝-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911622,泰聚亨-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911868,同方友友-DR,普通股,未分類,其他/未分類,上市 (TWSE)
912000,晨訊科-DR,普通股,未分類,其他/未分類,上市 (TWSE)
